Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
Txn_6216278,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-11-06
Txn_9947324,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-08-22
Txn_5789560,Juice,2,3.0,6.0,Cash,Takeaway,2023-02-13
Txn_7733300,Smoothie,2,4.0,8.0,Cash,Takeaway,2023-12-10
Txn_3551665,Juice,4,3.0,12.0,Credit Card,In-Store,2023-04-06
Txn_5023419,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-02-26
Txn_9951411,Coffee,1,2.0,2.0,Cash,In-Store,2023-08-09
Txn_3520910,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-05-06
Txn_9619442,Cake,4,3.0,12.0,Digital Wallet,In-Store,2023-05-23
Txn_6746916,Coffee,1,2.0,2.0,Cash,Takeaway,2023-11-15
Txn_8407982,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-09-17
Txn_3484276,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-06-14
Txn_4105487,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-04-13
Txn_3669990,Tea,2,1.5,3.0,Cash,Takeaway,2023-01-27
Txn_9555958,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-09-30
Txn_7780748,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-01-19
Txn_1048284,Salad,2,5.0,10.0,Cash,In-Store,2023-08-19
Txn_3120848,Cookie,1,1.0,1.0,Cash,In-Store,2023-11-01
Txn_3315467,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-11-17
Txn_1477525,Salad,3,5.0,15.0,Cash,Takeaway,2023-11-06
Txn_8548232,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-06-21
Txn_3241422,Salad,2,5.0,10.0,Cash,Takeaway,2023-07-17
Txn_2756336,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-07-07
Txn_1015883,Cookie,4,1.0,4.0,Cash,In-Store,2023-10-16
Txn_8838566,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-07-25
Txn_7670699,Juice,1,3.0,3.0,Cash,In-Store,2023-12-24
Txn_7423885,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-09-06
Txn_3112013,Sandwich,5,4.0,20.0,Cash,In-Store,2023-01-06
Txn_7786787,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-07-08
Txn_8566683,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-08-09
Txn_2784588,Juice,2,3.0,6.0,Cash,Takeaway,2023-03-26
Txn_9841397,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-28
Txn_8933679,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-09-24
Txn_8578861,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-05-16
Txn_4807037,Salad,5,5.0,25.0,Cash,In-Store,2023-12-08
Txn_3312653,Cookie,5,1.0,5.0,Cash,Takeaway,2023-12-09
Txn_7854306,Sandwich,1,4.0,4.0,Cash,In-Store,2023-09-17
Txn_2398895,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-04-04
Txn_8724711,Salad,3,5.0,15.0,Cash,In-Store,2023-02-07
Txn_8261380,Cake,3,3.0,9.0,Cash,In-Store,2023-10-01
Txn_4799873,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-03-04
Txn_3014261,Salad,4,5.0,20.0,Cash,In-Store,2023-11-29
Txn_4312977,Juice,1,3.0,3.0,Digital Wallet,In-Store,2023-03-15
Txn_7176851,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-11-20
Txn_6632882,Smoothie,1,4.0,4.0,Digital Wallet,In-Store,2023-04-30
Txn_7775016,Sandwich,5,4.0,20.0,Cash,In-Store,2023-09-27
Txn_5124080,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-01-14
Txn_7089316,Tea,2,1.5,3.0,Cash,In-Store,2023-11-27
Txn_6850528,Cookie,3,1.0,3.0,Cash,In-Store,2023-10-13
Txn_4858908,Cake,2,3.0,6.0,Cash,In-Store,2023-02-11
Txn_5172164,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-09-13
Txn_3373078,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-12-01
Txn_7701878,Smoothie,4,4.0,16.0,Credit Card,In-Store,2023-08-11
Txn_2931198,Cake,2,3.0,6.0,Credit Card,In-Store,2023-04-21
Txn_6980463,Salad,1,5.0,5.0,Digital Wallet,In-Store,2023-09-03
Txn_4310629,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-10-02
Txn_3781198,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-11-04
Txn_5525916,Coffee,2,2.0,4.0,Cash,Takeaway,2023-03-02
Txn_4297979,Coffee,1,2.0,2.0,Digital Wallet,In-Store,2023-08-14
Txn_1686323,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-11-30
Txn_6225571,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-09-13
Txn_8117583,Salad,1,5.0,5.0,Cash,In-Store,2023-02-25
Txn_3483911,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-07-10
Txn_4417257,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-05-06
Txn_2871592,Cookie,4,1.0,4.0,Cash,In-Store,2023-08-07
Txn_8283199,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-01-23
Txn_7029944,Cookie,2,1.0,2.0,Cash,Takeaway,2023-04-17
Txn_9791421,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-07-15
Txn_7359566,Coffee,1,2.0,2.0,Cash,In-Store,2023-04-06
Txn_4813580,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-04-15
Txn_4583957,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-10-08
Txn_8847610,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-12-06
Txn_9817102,Coffee,3,2.0,6.0,Credit Card,In-Store,2023-02-22
Txn_5811955,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-06-29
Txn_3039985,Cookie,5,1.0,5.0,Digital Wallet,In-Store,2023-04-08
Txn_1193221,Tea,3,1.5,4.5,Credit Card,In-Store,2023-10-21
Txn_6699408,Cookie,5,1.0,5.0,Cash,Takeaway,2023-12-22
Txn_6400351,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-08-11
Txn_7343062,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-08-11
Txn_2535099,Sandwich,5,4.0,20.0,Credit Card,In-Store,2023-02-10
Txn_2951148,Sandwich,4,4.0,16.0,Cash,In-Store,2023-02-21
Txn_1294101,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-03-31
Txn_4336247,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-03-03
Txn_1356599,Cookie,2,1.0,2.0,Cash,Takeaway,2023-12-14
Txn_4568452,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-01-14
Txn_5036856,Coffee,5,2.0,10.0,Cash,In-Store,2023-03-27
Txn_8043218,Salad,2,5.0,10.0,Cash,In-Store,2023-10-23
Txn_4026277,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-08-27
Txn_9918597,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-10-17
Txn_3460926,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-03-25
Txn_8872997,Sandwich,4,4.0,16.0,Credit Card,In-Store,2023-01-31
Txn_9089797,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-09-19
Txn_8978004,Coffee,2,2.0,4.0,Digital Wallet,In-Store,2023-04-01
Txn_9679889,Sandwich,3,4.0,12.0,Credit Card,In-Store,2023-06-18
Txn_4077799,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-08-12
Txn_2084080,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-09-22
Txn_8046057,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-11-24
Txn_3752448,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-05-16
Txn_3847405,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-06-15
Txn_5103644,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-04-17
Txn_8925566,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-08-07
Txn_1679800,Smoothie,4,4.0,16.0,Cash,In-Store,2023-10-17
Txn_3785678,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-03-13
Txn_2289122,Smoothie,4,4.0,16.0,Cash,In-Store,2023-08-20
Txn_2988434,Juice,1,3.0,3.0,Digital Wallet,In-Store,2023-12-09
Txn_7327362,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-06-29
Txn_6000890,Coffee,3,2.0,6.0,Digital Wallet,In-Store,2023-01-06
Txn_7420434,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-07-16
Txn_1556046,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-04-09
Txn_7129511,Coffee,5,2.0,10.0,Cash,Takeaway,2023-10-29
Txn_6324434,Coffee,4,2.0,8.0,Cash,Takeaway,2023-12-04
Txn_6455325,Juice,4,3.0,12.0,Credit Card,In-Store,2023-01-05
Txn_6682253,Tea,5,1.5,7.5,Cash,In-Store,2023-02-17
Txn_7819240,Smoothie,5,4.0,20.0,Cash,In-Store,2023-03-06
Txn_4451380,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-07-10
Txn_3706167,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-10-02
Txn_7414587,Tea,3,1.5,4.5,Cash,Takeaway,2023-03-22
Txn_4315166,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-10
Txn_2503128,Cake,1,3.0,3.0,Cash,In-Store,2023-01-12
Txn_5726114,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-07-14
Txn_7480940,Coffee,2,2.0,4.0,Cash,In-Store,2023-01-25
Txn_5036614,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-10-10
Txn_1417291,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-05-11
Txn_1231531,Coffee,5,2.0,10.0,Digital Wallet,In-Store,2023-07-24
Txn_8754977,Sandwich,3,4.0,12.0,Digital Wallet,In-Store,2023-10-24
Txn_2052060,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-11-07
Txn_9576454,Juice,1,3.0,3.0,Credit Card,In-Store,2023-09-23
Txn_7907259,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-10-19
Txn_6021173,Juice,5,3.0,15.0,Cash,Takeaway,2023-12-16
Txn_6272473,Coffee,4,2.0,8.0,Cash,Takeaway,2023-03-06
Txn_5243032,Cookie,1,1.0,1.0,Cash,Takeaway,2023-08-24
Txn_7680197,Cookie,5,1.0,5.0,Cash,Takeaway,2023-09-23
Txn_8773639,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-02-20
Txn_5960979,Coffee,5,2.0,10.0,Digital Wallet,In-Store,2023-05-03
Txn_7894534,Tea,3,1.5,4.5,Credit Card,In-Store,2023-03-16
Txn_5720183,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-05-30
Txn_6382322,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-12-14
Txn_7728415,Tea,5,1.5,7.5,Credit Card,In-Store,2023-12-28
Txn_5285171,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-12-11
Txn_2999220,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-02-23
Txn_6680963,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-08-01
Txn_2308317,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-11-13
Txn_2276722,Salad,2,5.0,10.0,Cash,Takeaway,2023-12-21
Txn_2519044,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-05-20
Txn_2851147,Salad,2,5.0,10.0,Digital Wallet,In-Store,2023-06-24
Txn_5220523,Juice,3,3.0,9.0,Cash,Takeaway,2023-01-30
Txn_5934526,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-05-27
Txn_8935939,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-03-27
Txn_1781777,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-10-26
Txn_1707251,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-10-06
Txn_5747859,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-03-13
Txn_3884527,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-06-06
Txn_9072517,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-01-09
Txn_4378200,Tea,5,1.5,7.5,Credit Card,In-Store,2023-09-04
Txn_3918998,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-12-18
Txn_3875049,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-09-15
Txn_5400266,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-06-14
Txn_2402978,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-01-21
Txn_1148874,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-09-18
Txn_6718205,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-30
Txn_6899576,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-10-26
Txn_1072232,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-01-07
Txn_7139053,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-09-12
Txn_4385240,Cookie,4,1.0,4.0,Cash,Takeaway,2023-02-10
Txn_5743619,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-11-07
Txn_8211146,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-04-30
Txn_9943917,Sandwich,3,4.0,12.0,Credit Card,In-Store,2023-01-16
Txn_5852244,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-10-15
Txn_3995266,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-04-21
Txn_3263746,Coffee,1,2.0,2.0,Cash,Takeaway,2023-11-14
Txn_7430227,Cake,3,3.0,9.0,Cash,In-Store,2023-07-24
Txn_8700466,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-04-29
Txn_2190325,Sandwich,4,4.0,16.0,Credit Card,In-Store,2023-03-10
Txn_5677869,Juice,5,3.0,15.0,Cash,In-Store,2023-11-19
Txn_3436462,Salad,2,5.0,10.0,Credit Card,In-Store,2023-06-29
Txn_7388752,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-08-28
Txn_9720012,Smoothie,5,4.0,20.0,Cash,In-Store,2023-09-25
Txn_7605154,Juice,5,3.0,15.0,Cash,In-Store,2023-09-09
Txn_4325648,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-05-04
Txn_7151374,Tea,4,1.5,6.0,Credit Card,In-Store,2023-07-30
Txn_6496506,Juice,1,3.0,3.0,Digital Wallet,In-Store,2023-01-11
Txn_3222677,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-12-16
Txn_9942517,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-04-29
Txn_8735418,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-03-03
Txn_6347670,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-06-24
Txn_8848847,Cookie,3,1.0,3.0,Cash,Takeaway,2023-08-15
Txn_4413776,Coffee,5,2.0,10.0,Cash,Takeaway,2023-07-21
Txn_9382596,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-11-18
Txn_9480564,Cookie,4,1.0,4.0,Cash,In-Store,2023-06-12
Txn_8301190,Coffee,1,2.0,2.0,Cash,Takeaway,2023-04-01
Txn_2855149,Sandwich,2,4.0,8.0,Cash,In-Store,2023-07-16
Txn_5734442,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-10-01
Txn_3644269,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-09-26
Txn_4020100,Cookie,1,1.0,1.0,Cash,In-Store,2023-08-09
Txn_1643870,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-10-07
Txn_4734216,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-11-30
Txn_4060538,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-09-08
Txn_1853983,Tea,1,1.5,1.5,Cash,In-Store,2023-12-04
Txn_1936915,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-01-24
Txn_2911864,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-03-21
Txn_2336921,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-05-01
Txn_6472656,Tea,3,1.5,4.5,Cash,Takeaway,2023-11-25
Txn_3494191,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-01-08
Txn_6832697,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-01-21
Txn_2919225,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-02-14
Txn_2941227,Cookie,3,1.0,3.0,Cash,In-Store,2023-08-29
Txn_4475487,Smoothie,3,4.0,12.0,Cash,In-Store,2023-06-01
Txn_2352246,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-06-20
Txn_2656162,Coffee,1,2.0,2.0,Digital Wallet,In-Store,2023-04-11
Txn_9022617,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-01-23
Txn_8522571,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-09-19
Txn_1894142,Sandwich,4,4.0,16.0,Cash,In-Store,2023-09-13
Txn_8885727,Tea,2,1.5,3.0,Cash,Takeaway,2023-10-05
Txn_7374304,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-05-10
Txn_9447946,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-10-21
Txn_8223689,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-09-08
Txn_2221447,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-12-06
Txn_8464222,Cake,4,3.0,12.0,Cash,In-Store,2023-08-17
Txn_6815753,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-10-27
Txn_5269634,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-04-07
Txn_3043982,Sandwich,5,4.0,20.0,Cash,In-Store,2023-01-10
Txn_7254494,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-03-16
Txn_6164035,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-03-30
Txn_5671075,Tea,5,1.5,7.5,Cash,In-Store,2023-12-25
Txn_4856575,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-09-10
Txn_8512136,Juice,1,3.0,3.0,Cash,Takeaway,2023-08-26
Txn_3129441,Juice,3,3.0,9.0,Credit Card,In-Store,2023-05-31
Txn_3472707,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-03-26
Txn_1173155,Coffee,1,2.0,2.0,Cash,In-Store,2023-03-14
Txn_3639760,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-01-29
Txn_5061028,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-05-17
Txn_6897608,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-06-28
Txn_3434549,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-05-25
Txn_3467985,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-12-10
Txn_3526095,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-08-30
Txn_8316915,Cookie,5,1.0,5.0,Digital Wallet,In-Store,2023-05-30
Txn_4876685,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-07-14
Txn_7505290,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-10-21
Txn_9626624,Smoothie,3,4.0,12.0,Cash,In-Store,2023-10-10
Txn_9399452,Cake,4,3.0,12.0,Credit Card,In-Store,2023-12-03
Txn_1934166,Sandwich,5,4.0,20.0,Cash,In-Store,2023-03-06
Txn_5594695,Cake,3,3.0,9.0,Credit Card,In-Store,2023-01-18
Txn_8379868,Cake,3,3.0,9.0,Cash,In-Store,2023-01-16
Txn_5299440,Juice,2,3.0,6.0,Credit Card,In-Store,2023-10-21
Txn_3919225,Cake,2,3.0,6.0,Cash,In-Store,2023-03-26
Txn_3868402,Coffee,3,2.0,6.0,Cash,In-Store,2023-01-21
Txn_4624591,Salad,2,5.0,10.0,Credit Card,In-Store,2023-08-03
Txn_6456008,Salad,5,5.0,25.0,Credit Card,In-Store,2023-03-26
Txn_6235329,Salad,2,5.0,10.0,Digital Wallet,In-Store,2023-10-11
Txn_8536578,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-11-11
Txn_2156128,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-07-21
Txn_9188172,Juice,3,3.0,9.0,Digital Wallet,In-Store,2023-08-27
Txn_4788748,Sandwich,4,4.0,16.0,Credit Card,In-Store,2023-04-30
Txn_2534831,Tea,5,1.5,7.5,Cash,Takeaway,2023-08-19
Txn_5962196,Smoothie,2,4.0,8.0,Cash,Takeaway,2023-11-29
Txn_4342098,Smoothie,4,4.0,16.0,Cash,In-Store,2023-05-24
Txn_3651743,Cake,5,3.0,15.0,Cash,In-Store,2023-04-24
Txn_4411007,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-05-17
Txn_6026451,Juice,2,3.0,6.0,Cash,In-Store,2023-11-06
Txn_5093312,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-08-12
Txn_6685570,Tea,1,1.5,1.5,Credit Card,In-Store,2023-03-14
Txn_2355099,Salad,5,5.0,25.0,Cash,Takeaway,2023-03-18
Txn_7332192,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-11-17
Txn_6225305,Cake,1,3.0,3.0,Cash,Takeaway,2023-05-05
Txn_7606965,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-12-08
Txn_2238287,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-05-22
Txn_9667721,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-29
Txn_6317991,Cookie,5,1.0,5.0,Digital Wallet,In-Store,2023-03-03
Txn_7866723,Sandwich,2,4.0,8.0,Credit Card,In-Store,2023-03-26
Txn_2638434,Juice,5,3.0,15.0,Credit Card,In-Store,2023-09-18
Txn_5452210,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-04-17
Txn_5337566,Cookie,5,1.0,5.0,Cash,Takeaway,2023-03-08
Txn_3341779,Tea,3,1.5,4.5,Cash,Takeaway,2023-07-30
Txn_9987017,Cookie,5,1.0,5.0,Cash,Takeaway,2023-03-14
Txn_6533576,Salad,5,5.0,25.0,Cash,In-Store,2023-08-14
Txn_5229351,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-08-14
Txn_5318263,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-06-12
Txn_8866088,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-07-11
Txn_7434172,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-11-14
Txn_6289180,Juice,1,3.0,3.0,Cash,In-Store,2023-03-14
Txn_3974663,Juice,3,3.0,9.0,Cash,Takeaway,2023-10-02
Txn_1815061,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-01-20
Txn_9522690,Cookie,4,1.0,4.0,Credit Card,In-Store,2023-07-23
Txn_2858635,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-09-28
Txn_7136372,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-09-22
Txn_5790695,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-24
Txn_3277936,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-06-21
Txn_5968705,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-12-16
Txn_7749759,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-12-26
Txn_5303464,Juice,4,3.0,12.0,Cash,Takeaway,2023-10-26
Txn_5324330,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-11-20
Txn_5862289,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-01-05
Txn_9699948,Coffee,5,2.0,10.0,Cash,In-Store,2023-04-18
Txn_8187087,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-01-31
Txn_5409141,Coffee,5,2.0,10.0,Cash,Takeaway,2023-02-02
Txn_9952479,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-12-06
Txn_7207901,Smoothie,2,4.0,8.0,Digital Wallet,In-Store,2023-12-11
Txn_4321091,Smoothie,2,4.0,8.0,Cash,In-Store,2023-06-15
Txn_2790608,Juice,1,3.0,3.0,Cash,In-Store,2023-12-18
Txn_6231475,Salad,2,5.0,10.0,Credit Card,In-Store,2023-03-18
Txn_2631423,Cookie,3,1.0,3.0,Cash,Takeaway,2023-01-07
Txn_5649204,Smoothie,1,4.0,4.0,Cash,In-Store,2023-03-05
Txn_2066115,Salad,4,5.0,20.0,Credit Card,In-Store,2023-08-18
Txn_7986904,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-08-11
Txn_4633457,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-05-21
Txn_9368550,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-09-26
Txn_5131404,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-06-18
Txn_6219454,Tea,1,1.5,1.5,Cash,In-Store,2023-11-14
Txn_3478329,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-10-29
Txn_5571904,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-08-05
Txn_5537621,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-02-28
Txn_8626720,Juice,4,3.0,12.0,Cash,Takeaway,2023-06-02
Txn_2086841,Salad,4,5.0,20.0,Credit Card,In-Store,2023-03-16
Txn_9944141,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-07-18
Txn_2438638,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-08-12
Txn_7864482,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-01-28
Txn_5125759,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-06-15
Txn_7321946,Cake,3,3.0,9.0,Cash,Takeaway,2023-02-12
Txn_4336291,Salad,5,5.0,25.0,Cash,In-Store,2023-03-25
Txn_1084222,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-06-03
Txn_8025478,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-01-24
Txn_7872478,Juice,4,3.0,12.0,Credit Card,In-Store,2023-04-25
Txn_2550923,Cake,2,3.0,6.0,Cash,Takeaway,2023-08-26
Txn_2682803,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-04-09
Txn_9868114,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-11-12
Txn_5549557,Cake,2,3.0,6.0,Cash,In-Store,2023-02-27
Txn_1058466,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-12-07
Txn_9596023,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-11-30
Txn_4846406,Cookie,3,1.0,3.0,Cash,In-Store,2023-05-22
Txn_8917300,Cookie,1,1.0,1.0,Cash,Takeaway,2023-03-04
Txn_8131533,Cake,1,3.0,3.0,Cash,In-Store,2023-07-18
Txn_1836754,Tea,1,1.5,1.5,Credit Card,In-Store,2023-09-10
Txn_4522292,Cookie,1,1.0,1.0,Digital Wallet,In-Store,2023-07-12
Txn_2389110,Sandwich,2,4.0,8.0,Cash,In-Store,2023-05-30
Txn_2704452,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-09-05
Txn_4892165,Juice,3,3.0,9.0,Cash,In-Store,2023-07-27
Txn_4246000,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-07-09
